shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
328_to_837,8.90266,38.75001,600,65117.18
328_to_837,8.90312,38.74954,601,65189.86
328_to_837,8.90345,38.74913,602,65247.95
328_to_837,8.90377,38.74866,603,65310.66
328_to_837,8.9038,38.74861,604,65317.08
328_to_837,8.9039,38.74841,605,65341.71
328_to_837,8.90398,38.74826,606,65360.43
328_to_837,8.90408,38.74809,607,65382.17
328_to_837,8.90419,38.74787,608,65409.26
328_to_837,8.90436,38.74745,609,65459.12
328_to_837,8.90538,38.74462,610,65790.05
328_to_837,8.9056,38.74395,611,65867.61
328_to_837,8.90598,38.74303,612,65977.15
328_to_837,8.90608,38.74283,613,66001.78
328_to_837,8.90618,38.74264,614,66025.43
328_to_837,8.90641,38.74227,615,66073.45
328_to_837,8.90687,38.74165,616,66158.63
328_to_837,8.90703,38.74148,617,66184.42
328_to_837,8.90766,38.74086,618,66282.13
328_to_837,8.90792,38.74067,619,66317.78
328_to_837,8.90818,38.74048,620,66353.44
328_to_837,8.9084,38.74032,621,66383.56
328_to_837,8.91017,38.73921,622,66615.09
328_to_837,8.91073,38.73888,623,66687.14
328_to_837,8.912,38.73808,624,66853.47
328_to_837,8.91214,38.738,625,66871.35
328_to_837,8.91253,38.73775,626,66922.68
328_to_837,8.91291,38.73753,627,66971.36
328_to_837,8.9132,38.73737,628,67008.08
328_to_837,8.91329,38.73732,629,67019.50
328_to_837,8.91396,38.73698,630,67102.84
328_to_837,8.91417,38.73688,631,67128.64
328_to_837,8.91445,38.73675,632,67162.90
328_to_837,8.91455,38.73671,633,67174.85
328_to_837,8.91498,38.73655,634,67225.80
328_to_837,8.91503,38.73653,635,67231.77
328_to_837,8.91537,38.73641,636,67271.81
328_to_837,8.91596,38.73621,637,67341.00
328_to_837,8.91614,38.73616,638,67361.75
328_to_837,8.91634,38.73611,639,67384.66
328_to_837,8.91722,38.7359,640,67485.19
328_to_837,8.91764,38.7358,641,67533.17
328_to_837,8.91814,38.73572,642,67589.46
328_to_837,8.91927,38.73554,643,67716.65
328_to_837,8.91979,38.7354,644,67776.49
328_to_837,8.9199,38.73538,645,67788.91
328_to_837,8.92015,38.7353,646,67818.07
328_to_837,8.92047,38.73521,647,67855.00
328_to_837,8.92067,38.73513,648,67878.91
328_to_837,8.92091,38.73503,649,67907.77
328_to_837,8.92101,38.73499,650,67919.73
328_to_837,8.92167,38.73472,651,67998.88
328_to_837,8.92185,38.73465,652,68020.32
328_to_837,8.92202,38.73461,653,68039.73
328_to_837,8.92212,38.73458,654,68051.33
328_to_837,8.92233,38.73453,655,68075.32
328_to_837,8.92272,38.73448,656,68119.03
328_to_837,8.92275,38.73448,657,68122.36
328_to_837,8.92305,38.73447,658,68155.74
328_to_837,8.92321,38.73447,659,68173.53
328_to_837,8.92333,38.73448,660,68186.92
328_to_837,8.92364,38.7345,661,68221.46
328_to_837,8.92378,38.73454,662,68237.64
328_to_837,8.92386,38.73458,663,68247.56
328_to_837,8.92388,38.7346,664,68250.68
328_to_837,8.92398,38.73469,665,68265.56
328_to_837,8.92398,38.73469,666,68265.56
328_to_837,8.924,38.73471,667,68268.69
328_to_837,8.92405,38.73475,668,68275.78
328_to_837,8.92413,38.73478,669,68285.26
328_to_837,8.92422,38.7348,670,68295.51
328_to_837,8.9243,38.7348,671,68304.40
328_to_837,8.92432,38.7348,672,68306.63
328_to_837,8.9244,38.73478,673,68315.79
328_to_837,8.92449,38.73474,674,68326.72
328_to_837,8.92456,38.73468,675,68336.92
328_to_837,8.92456,38.73468,676,68336.92
328_to_837,8.9247,38.7346,677,68354.80
328_to_837,8.92479,38.73458,678,68365.04
328_to_837,8.92494,38.73456,679,68381.87
328_to_837,8.92502,38.73455,680,68390.83
328_to_837,8.9258,38.73447,681,68478.00
328_to_837,8.92682,38.73434,682,68592.32
328_to_837,8.92769,38.73424,683,68689.68
328_to_837,8.92825,38.73418,684,68752.30
328_to_837,8.92825,38.73418,685,68752.30
328_to_837,8.92859,38.73415,686,68790.25
328_to_837,8.92942,38.73409,687,68882.77
328_to_837,8.92992,38.73407,688,68938.41
328_to_837,8.93043,38.73409,689,68995.17
328_to_837,8.93118,38.73413,690,69078.68
328_to_837,8.93303,38.7342,691,69284.53
328_to_837,8.93325,38.73422,692,69309.09
328_to_837,8.93364,38.73426,693,69352.68
328_to_837,8.93388,38.73429,694,69379.57
328_to_837,8.9346,38.73436,695,69460.00
328_to_837,8.93626,38.73452,696,69645.42
328_to_837,8.93733,38.73462,697,69764.90
328_to_837,8.9379,38.73468,698,69828.63
328_to_837,8.93846,38.73474,699,69891.24
328_to_837,8.93891,38.73481,700,69941.87
328_to_837,8.93915,38.73484,701,69968.76
328_to_837,8.93933,38.73486,702,69988.89
328_to_837,8.93933,38.73486,703,69988.89
328_to_837,8.94037,38.735,704,70105.55
328_to_837,8.94145,38.73519,705,70227.44
328_to_837,8.94173,38.73521,706,70258.66
328_to_837,8.94204,38.73524,707,70293.28
328_to_837,8.94227,38.73524,708,70318.86
328_to_837,8.94269,38.73524,709,70365.56
328_to_837,8.94284,38.73522,710,70382.38
328_to_837,8.9434,38.73516,711,70445.00
328_to_837,8.94371,38.7351,712,70480.10
328_to_837,8.94385,38.73507,713,70496.01
328_to_837,8.94424,38.73497,714,70540.74
328_to_837,8.94451,38.73489,715,70572.03
328_to_837,8.94486,38.73479,716,70612.46
328_to_837,8.94609,38.73442,717,70755.14
328_to_837,8.9474,38.73402,718,70907.29
328_to_837,8.94764,38.73396,719,70934.78
328_to_837,8.94779,38.73393,720,70951.78
328_to_837,8.94796,38.73388,721,70971.47
328_to_837,8.9482,38.73382,722,70998.96
328_to_837,8.94835,38.73376,723,71016.89
328_to_837,8.94877,38.73363,724,71065.73
328_to_837,8.94913,38.73351,725,71107.87
328_to_837,8.94918,38.73349,726,71113.85
328_to_837,8.94936,38.73344,727,71134.60
328_to_837,8.94943,38.73341,728,71143.06
328_to_837,8.94977,38.73331,729,71182.42
328_to_837,8.95012,38.73319,730,71223.51
328_to_837,8.95203,38.73262,731,71444.93
328_to_837,8.95246,38.73254,732,71493.55
328_to_837,8.95273,38.7325,733,71523.89
328_to_837,8.95294,38.73249,734,71547.27
328_to_837,8.95315,38.73249,735,71570.62
328_to_837,8.95332,38.7325,736,71589.55
328_to_837,8.95372,38.7325,737,71634.03
328_to_837,8.95421,38.73253,738,71688.62
328_to_837,8.9546,38.73255,739,71732.04
328_to_837,8.95493,38.73258,740,71768.88
328_to_837,8.95673,38.73268,741,71969.33
328_to_837,8.95987,38.73285,742,72318.98
328_to_837,8.96272,38.73305,743,72636.65
328_to_837,8.96285,38.73306,744,72651.15
328_to_837,8.96302,38.73306,745,72670.05
328_to_837,8.96324,38.73307,746,72694.54
328_to_837,8.96357,38.73304,747,72731.38
328_to_837,8.96377,38.733,748,72754.05
328_to_837,8.96392,38.73294,749,72771.98
328_to_837,8.96421,38.73288,750,72804.89
328_to_837,8.96421,38.73288,751,72804.89
328_to_837,8.96426,38.73292,752,72811.98
328_to_837,8.96431,38.73294,753,72817.96
328_to_837,8.96437,38.73296,754,72824.98
328_to_837,8.96443,38.73296,755,72831.65
328_to_837,8.96449,38.73296,756,72838.33
328_to_837,8.96455,38.73294,757,72845.35
328_to_837,8.96459,38.73291,758,72850.88
328_to_837,8.96459,38.73291,759,72850.88
328_to_837,8.96466,38.73293,760,72858.97
328_to_837,8.96472,38.73294,761,72865.73
328_to_837,8.96481,38.73295,762,72875.80
328_to_837,8.96491,38.73295,763,72886.92
328_to_837,8.96501,38.73296,764,72898.09
328_to_837,8.96532,38.73294,765,72932.64
328_to_837,8.96544,38.73292,766,72946.16
328_to_837,8.96552,38.7329,767,72955.32
328_to_837,8.96559,38.73288,768,72963.41
328_to_837,8.96565,38.73286,769,72970.43
328_to_837,8.96587,38.73277,770,72996.82
328_to_837,8.9661,38.73268,771,73024.24
328_to_837,8.96624,38.73263,772,73040.74
328_to_837,8.96643,38.73254,773,73064.07
328_to_837,8.96664,38.73244,774,73089.87
328_to_837,8.96682,38.73234,775,73112.70
328_to_837,8.96693,38.73227,776,73127.15
328_to_837,8.9671,38.73216,777,73149.59
328_to_837,8.96722,38.73206,778,73166.87
328_to_837,8.96741,38.7319,779,73194.35
328_to_837,8.96757,38.73178,780,73216.49
328_to_837,8.96769,38.73169,781,73233.10
328_to_837,8.96782,38.73161,782,73250.01
328_to_837,8.96792,38.73156,783,73262.42
328_to_837,8.96799,38.73153,784,73270.87
328_to_837,8.96817,38.73146,785,73292.31
328_to_837,8.96826,38.73144,786,73302.55
328_to_837,8.96835,38.73142,787,73312.80
328_to_837,8.96846,38.7314,788,73325.23
328_to_837,8.9686,38.7314,789,73340.79
328_to_837,8.96879,38.7314,790,73361.92
328_to_837,8.96903,38.73141,791,73388.63
328_to_837,8.96931,38.73142,792,73419.79
328_to_837,8.96963,38.73142,793,73455.37
328_to_837,8.96983,38.73143,794,73477.63
328_to_837,8.97014,38.73143,795,73512.10
328_to_837,8.97037,38.73143,796,73537.68
328_to_837,8.97075,38.73142,797,73579.95
328_to_837,8.97082,38.73142,798,73587.73
328_to_837,8.97122,38.73138,799,73632.43
328_to_837,8.97171,38.73128,800,73688.01
328_to_837,8.97192,38.73124,801,73711.77
328_to_837,8.9723,38.73116,802,73754.93
328_to_837,8.9725,38.73114,803,73777.27
328_to_837,8.97269,38.73117,804,73798.66
328_to_837,8.97288,38.73124,805,73821.14
328_to_837,8.97307,38.73134,806,73844.95
328_to_837,8.97323,38.73146,807,73867.09
328_to_837,8.97339,38.73161,808,73891.34
328_to_837,8.97363,38.73194,809,73936.35
328_to_837,8.97363,38.73194,810,73936.35
328_to_837,8.97367,38.73199,811,73943.42
328_to_837,8.97374,38.73191,812,73955.15
328_to_837,8.97387,38.73174,813,73978.77
328_to_837,8.97404,38.73151,814,74010.32
328_to_837,8.9742,38.73132,815,74037.74
328_to_837,8.97447,38.73093,816,74090.05
328_to_837,8.9747,38.73059,817,74135.31
328_to_837,8.97489,38.73032,818,74171.72
328_to_837,8.97519,38.72987,819,74231.35
328_to_837,8.9753,38.72969,820,74254.60
328_to_837,8.9754,38.72951,821,74277.28
328_to_837,8.97548,38.7293,822,74302.00
328_to_837,8.9756,38.729,823,74337.55
328_to_837,8.97571,38.72861,824,74382.10
328_to_837,8.97581,38.72823,825,74425.29
328_to_837,8.97587,38.72801,826,74450.36
328_to_837,8.97592,38.72778,827,74476.23
328_to_837,8.97615,38.72678,828,74589.00
328_to_837,8.97625,38.72639,829,74633.25
328_to_837,8.97631,38.72611,830,74664.72
328_to_837,8.97636,38.72593,831,74685.26
328_to_837,8.97637,38.72587,832,74691.94
328_to_837,8.9764,38.72579,833,74701.34
328_to_837,8.97645,38.72563,834,74719.77
328_to_837,8.9766,38.72531,835,74758.67
328_to_837,8.97673,38.72503,836,74792.66
328_to_837,8.97718,38.72424,837,74892.82
328_to_837,8.97767,38.7234,838,74999.96
328_to_837,8.97795,38.72295,839,75058.38
328_to_837,8.97821,38.72256,840,75110.06
328_to_837,8.97842,38.7223,841,75146.94
328_to_837,8.97842,38.7223,842,75146.94
328_to_837,8.97847,38.72229,843,75152.61
328_to_837,8.97853,38.72226,844,75160.05
328_to_837,8.97853,38.72226,845,75160.05
328_to_837,8.97874,38.72224,846,75183.51
328_to_837,8.97904,38.72227,847,75217.03
328_to_837,8.97923,38.72229,848,75238.27
328_to_837,8.97948,38.72233,849,75266.41
328_to_837,8.97973,38.72237,850,75294.56
328_to_837,8.97992,38.72241,851,75316.14
328_to_837,8.98001,38.72242,852,75326.20
328_to_837,8.98019,38.72241,853,75346.25
328_to_837,8.98037,38.72237,854,75366.74
328_to_837,8.98045,38.72234,855,75376.23
328_to_837,8.98077,38.72214,856,75418.04
328_to_837,8.98089,38.72201,857,75437.59
328_to_837,8.98098,38.72189,858,75454.13
328_to_837,8.98105,38.72175,859,75471.37
328_to_837,8.98112,38.72159,860,75490.59
328_to_837,8.98114,38.72151,861,75499.65
328_to_837,8.98124,38.72118,862,75537.56
328_to_837,8.98143,38.72054,863,75610.96
328_to_837,8.98155,38.72021,864,75649.58
328_to_837,8.98165,38.72004,865,75671.32
328_to_837,8.98182,38.71987,866,75697.89
328_to_837,8.98192,38.71979,867,75712.06
328_to_837,8.98196,38.71976,868,75717.59
328_to_837,8.98216,38.71965,869,75742.90
328_to_837,8.98268,38.71949,870,75803.33
328_to_837,8.98323,38.71933,871,75866.97
328_to_837,8.98347,38.71928,872,75894.21
328_to_837,8.98361,38.71928,873,75909.78
328_to_837,8.98369,38.7193,874,75918.94
328_to_837,8.98394,38.71937,875,75947.78
328_to_837,8.98402,38.71941,876,75957.71
328_to_837,8.98417,38.71951,877,75977.68
328_to_837,8.98427,38.71963,878,75994.92
328_to_837,8.9844,38.7198,879,76018.53
328_to_837,8.9846,38.72004,880,76053.02
328_to_837,8.98472,38.72016,881,76071.78
328_to_837,8.98484,38.72025,882,76088.38
328_to_837,8.98534,38.72061,883,76156.60
328_to_837,8.98601,38.72107,884,76246.62
328_to_837,8.98655,38.72138,885,76315.65
328_to_837,8.98728,38.72181,886,76409.56
328_to_837,8.98775,38.72209,887,76470.20
328_to_837,8.98795,38.72226,888,76499.23
328_to_837,8.98821,38.72252,889,76539.87
328_to_837,8.98837,38.72273,890,76569.00
328_to_837,8.98846,38.72289,891,76589.22
328_to_837,8.98847,38.72291,892,76591.68
328_to_837,8.9886,38.72316,893,76622.71
328_to_837,8.9886,38.72316,894,76622.71
328_to_837,8.98867,38.72327,895,76637.08
328_to_837,8.98874,38.72317,896,76650.55
328_to_837,8.98886,38.723,897,76673.49
328_to_837,8.98895,38.72288,898,76690.04
328_to_837,8.98897,38.72285,899,76694.02
328_to_837,8.9896,38.72186,900,76823.36
328_to_837,8.99018,38.72104,901,76934.13
328_to_837,8.99038,38.72071,902,76976.66
328_to_837,8.99045,38.72061,903,76990.12
328_to_837,8.99084,38.71997,904,77072.71
328_to_837,8.99126,38.71936,905,77154.37
328_to_837,8.99159,38.71886,906,77220.42
328_to_837,8.99213,38.71805,907,77327.75
328_to_837,8.99215,38.71802,908,77331.72
328_to_837,8.99234,38.71774,909,77369.03
328_to_837,8.99243,38.71763,910,77384.72
328_to_837,8.99254,38.71749,911,77404.37
328_to_837,8.99273,38.71729,912,77434.85
328_to_837,8.99273,38.71729,913,77434.85
328_to_837,8.99279,38.71729,914,77441.52
328_to_837,8.99284,38.71728,915,77447.19
328_to_837,8.99284,38.71728,916,77447.19
328_to_837,8.99302,38.71729,917,77467.23
328_to_837,8.99317,38.71734,918,77484.79
328_to_837,8.99336,38.71742,919,77507.67
328_to_837,8.99354,38.7175,920,77529.53
328_to_837,8.99366,38.71755,921,77543.96
328_to_837,8.9944,38.71789,922,77634.32
328_to_837,8.99482,38.71808,923,77685.47
328_to_837,8.99508,38.7182,924,77717.25
328_to_837,8.99535,38.71829,925,77748.85
328_to_837,8.99571,38.71837,926,77789.84
328_to_837,8.99626,38.71848,927,77852.18
328_to_837,8.99657,38.71852,928,77886.92
328_to_837,8.99733,38.71865,929,77972.63
328_to_837,8.99799,38.71877,930,78047.19
328_to_837,8.9991,38.71895,931,78172.19
328_to_837,8.99955,38.71902,932,78222.82
328_to_837,8.99978,38.71903,933,78248.42
328_to_837,9,38.71902,934,78272.90
328_to_837,9.00018,38.71902,935,78292.92
328_to_837,9.00057,38.719,936,78336.34
328_to_837,9.00107,38.71897,937,78392.03
328_to_837,9.00156,38.71894,938,78446.62
328_to_837,9.00232,38.7189,939,78531.24
328_to_837,9.00323,38.71889,940,78632.44
328_to_837,9.00376,38.71887,941,78691.41
328_to_837,9.00466,38.7188,942,78791.78
328_to_837,9.00493,38.71878,943,78821.88
328_to_837,9.00539,38.71876,944,78873.08
328_to_837,9.00557,38.71877,945,78893.12
328_to_837,9.00579,38.71878,946,78917.61
328_to_837,9.00597,38.7188,947,78937.75
328_to_837,9.00613,38.71884,948,78956.07
328_to_837,9.0063,38.71887,949,78975.26
328_to_837,9.00651,38.71894,950,78999.85
328_to_837,9.00687,38.71909,951,79043.13
328_to_837,9.00718,38.71922,952,79080.44
328_to_837,9.00732,38.71929,953,79097.80
328_to_837,9.00776,38.71949,954,79151.43
328_to_837,9.00789,38.71956,955,79167.81
328_to_837,9.00816,38.71969,956,79201.05
328_to_837,9.00842,38.71981,957,79232.82
328_to_837,9.00917,38.72017,958,79325.12
328_to_837,9.00947,38.72032,959,79362.32
328_to_837,9.00962,38.72039,960,79380.69
328_to_837,9.01009,38.72062,961,79438.73
328_to_837,9.01045,38.72079,962,79482.90
328_to_837,9.0106,38.72086,963,79501.27
328_to_837,9.01075,38.72091,964,79518.83
328_to_837,9.01085,38.72094,965,79530.43
328_to_837,9.01099,38.72097,966,79546.34
328_to_837,9.01114,38.72099,967,79563.16
328_to_837,9.01128,38.721,968,79578.77
328_to_837,9.01141,38.721,969,79593.22
328_to_837,9.01151,38.721,970,79604.34
328_to_837,9.01163,38.72098,971,79617.87
328_to_837,9.01173,38.72096,972,79629.20
328_to_837,9.01238,38.72084,973,79702.67
328_to_837,9.01259,38.72082,974,79726.12
328_to_837,9.01284,38.7208,975,79754.01
328_to_837,9.01332,38.72082,976,79807.43
328_to_837,9.01346,38.72083,977,79823.03
328_to_837,9.01374,38.72084,978,79854.19
328_to_837,9.01383,38.72084,979,79864.19
328_to_837,9.01391,38.72083,980,79873.16
328_to_837,9.01402,38.72082,981,79885.44
328_to_837,9.01422,38.72078,982,79908.11
328_to_837,9.01447,38.72069,983,79937.61
328_to_837,9.0146,38.72064,984,79953.07
328_to_837,9.01471,38.72058,985,79966.97
328_to_837,9.01485,38.72048,986,79986.02
328_to_837,9.015,38.72036,987,80007.27
328_to_837,9.01512,38.72025,988,80025.27
328_to_837,9.01524,38.72012,989,80044.82
328_to_837,9.01549,38.71982,990,80087.92
328_to_837,9.0159,38.7193,991,80161.00
328_to_837,9.01626,38.71881,992,80228.06
328_to_837,9.01668,38.71828,993,80302.69
328_to_837,9.01685,38.71808,994,80331.67
328_to_837,9.01694,38.71797,995,80347.35
328_to_837,9.01709,38.71784,996,80369.31
328_to_837,9.01724,38.71774,997,80389.28
328_to_837,9.01747,38.71761,998,80418.57
328_to_837,9.01785,38.71741,999,80466.19
328_to_837,9.01801,38.71733,1000,80486.03
328_to_837,9.01835,38.71715,1001,80528.70
328_to_837,9.01934,38.71665,1002,80651.71
328_to_837,9.01982,38.71642,1003,80710.76
328_to_837,9.0202,38.71626,1004,80756.52
328_to_837,9.02063,38.7161,1005,80807.46
328_to_837,9.02109,38.71593,1006,80861.91
328_to_837,9.02206,38.71556,1007,80977.17
328_to_837,9.02247,38.71541,1008,81025.65
328_to_837,9.02287,38.71529,1009,81072.04
328_to_837,9.02298,38.71527,1010,81084.46
328_to_837,9.02311,38.71524,1011,81099.29
328_to_837,9.02325,38.71522,1012,81115.01
328_to_837,9.02365,38.7152,1013,81159.54
328_to_837,9.02456,38.71514,1014,81260.95
328_to_837,9.02488,38.71511,1015,81296.68
328_to_837,9.02536,38.71508,1016,81350.16
328_to_837,9.02616,38.71505,1017,81439.17
328_to_837,9.02907,38.71487,1018,81763.35
328_to_837,9.02951,38.71484,1019,81812.39
328_to_837,9.03107,38.71475,1020,81986.14
328_to_837,9.03186,38.7147,1021,82074.15
328_to_837,9.03243,38.71467,1022,82137.62
328_to_837,9.03259,38.71468,1023,82155.44
328_to_837,9.03269,38.71468,1024,82166.56
328_to_837,9.03345,38.71461,1025,82251.42
328_to_837,9.0336,38.71459,1026,82268.24
328_to_837,9.0336,38.71459,1027,82268.24
328_to_837,9.03363,38.71466,1028,82276.62
328_to_837,9.03366,38.71474,1029,82286.02
328_to_837,9.03372,38.71485,1030,82299.82
328_to_837,9.03374,38.7149,1031,82305.74
328_to_837,9.03379,38.71506,1032,82324.17
328_to_837,9.03383,38.71515,1033,82335.01
328_to_837,9.03387,38.71523,1034,82344.86
328_to_837,9.03393,38.71533,1035,82357.71
328_to_837,9.03405,38.71546,1036,82377.25
328_to_837,9.03419,38.7156,1037,82399.13
328_to_837,9.03439,38.71571,1038,82424.43
328_to_837,9.03486,38.71597,1039,82483.99
328_to_837,9.03501,38.71605,1040,82502.84
328_to_837,9.03522,38.71613,1041,82527.79
328_to_837,9.03554,38.71621,1042,82564.44
328_to_837,9.03578,38.71625,1043,82591.48
328_to_837,9.03678,38.71638,1044,82703.59
328_to_837,9.03735,38.71644,1045,82767.31
328_to_837,9.03738,38.71644,1046,82770.65
328_to_837,9.03738,38.71644,1047,82770.65
328_to_837,9.03746,38.71652,1048,82783.15
328_to_837,9.03748,38.71658,1049,82790.11
328_to_837,9.03748,38.71668,1050,82801.09
328_to_837,9.03748,38.71675,1051,82808.78
328_to_837,9.03749,38.71687,1052,82822.00
328_to_837,9.03738,38.717,1053,82840.80
328_to_837,9.03728,38.71711,1054,82857.22
328_to_837,9.03719,38.71721,1055,82872.07
328_to_837,9.03705,38.71739,1056,82897.24
328_to_837,9.03692,38.71754,1057,82919.15
328_to_837,9.03687,38.71761,1058,82928.64
328_to_837,9.03674,38.7178,1059,82954.02
328_to_837,9.03663,38.71798,1060,82977.27
328_to_837,9.03653,38.71813,1061,82997.14
328_to_837,9.03649,38.71824,1062,83010.01
328_to_837,9.03646,38.71833,1063,83020.44
328_to_837,9.03645,38.71844,1064,83032.57
328_to_837,9.03647,38.71855,1065,83044.86
328_to_837,9.03648,38.71861,1066,83051.54
328_to_837,9.03658,38.71889,1067,83084.24
328_to_837,9.03664,38.71907,1068,83105.10
328_to_837,9.03677,38.71942,1069,83146.16
328_to_837,9.03688,38.71967,1070,83176.22
328_to_837,9.03694,38.71979,1071,83190.99
328_to_837,9.037,38.71991,1072,83205.76
328_to_837,9.03706,38.72002,1073,83219.56
328_to_837,9.03716,38.72019,1074,83241.29
328_to_837,9.03737,38.72048,1075,83280.78
328_to_837,9.03755,38.72074,1076,83315.64
328_to_837,9.03761,38.72083,1077,83327.57
328_to_837,9.03765,38.7209,1078,83336.45
328_to_837,9.03774,38.72104,1079,83354.79
328_to_837,9.03775,38.72112,1080,83363.65
328_to_837,9.03775,38.72119,1081,83371.34
328_to_837,9.03774,38.72125,1082,83378.02
328_to_837,9.03767,38.72151,1083,83407.61
328_to_837,9.03767,38.72151,1084,83407.61
328_to_837,9.03791,38.72142,1085,83436.07
328_to_837,9.03843,38.72121,1086,83498.32
328_to_837,9.03881,38.72107,1087,83543.29
328_to_837,9.03896,38.72103,1088,83560.53
328_to_837,9.03908,38.721,1089,83574.28
328_to_837,9.03918,38.721,1090,83585.40
328_to_837,9.03928,38.72099,1091,83596.57
328_to_837,9.03937,38.721,1092,83606.64
328_to_837,9.03964,38.72102,1093,83636.74
328_to_837,9.03971,38.72103,1094,83644.60
328_to_837,9.03982,38.72105,1095,83657.03
328_to_837,9.04,38.72109,1096,83677.52
328_to_837,9.04042,38.72118,1097,83725.26
328_to_837,9.04078,38.72126,1098,83766.24
328_to_837,9.0409,38.72128,1099,83779.76
328_to_837,9.04132,38.72136,1100,83827.28
328_to_837,9.04194,38.72147,1101,83897.27
328_to_837,9.0421,38.72151,1102,83915.60
328_to_837,9.04221,38.72153,1103,83928.03
328_to_837,9.04229,38.72154,1104,83936.99
328_to_837,9.04236,38.72154,1105,83944.77
328_to_837,9.04251,38.72153,1106,83961.49
328_to_837,9.04265,38.72151,1107,83977.21
328_to_837,9.04277,38.72149,1108,83990.73
328_to_837,9.04287,38.72145,1109,84002.69
328_to_837,9.04296,38.72141,1110,84013.62
328_to_837,9.04304,38.72136,1111,84024.07
328_to_837,9.04313,38.72131,1112,84035.49
328_to_837,9.04319,38.72126,1113,84044.13
328_to_837,9.04328,38.72119,1114,84056.75
328_to_837,9.04342,38.72108,1115,84076.45
328_to_837,9.04359,38.72088,1116,84105.43
328_to_837,9.04371,38.72075,1117,84124.97
328_to_837,9.04382,38.72062,1118,84143.77
328_to_837,9.04391,38.72051,1119,84159.45
328_to_837,9.04398,38.72042,1120,84172.03
328_to_837,9.04407,38.72032,1121,84186.89
328_to_837,9.04417,38.72022,1122,84202.52
328_to_837,9.04425,38.72016,1123,84213.59
328_to_837,9.04436,38.72008,1124,84228.65
328_to_837,9.04446,38.72002,1125,84241.57
328_to_837,9.0446,38.71995,1126,84258.93
328_to_837,9.04472,38.7199,1127,84273.36
328_to_837,9.04486,38.71985,1128,84289.87
328_to_837,9.04499,38.71981,1129,84304.98
328_to_837,9.0451,38.71979,1130,84317.41
328_to_837,9.04522,38.71977,1131,84330.93
328_to_837,9.0453,38.71977,1132,84339.82
328_to_837,9.0454,38.71978,1133,84351.00
328_to_837,9.04558,38.71981,1134,84371.28
328_to_837,9.04577,38.71986,1135,84393.11
328_to_837,9.04599,38.71992,1136,84418.45
328_to_837,9.04627,38.71998,1137,84450.27
328_to_837,9.04652,38.72005,1138,84479.11
328_to_837,9.04687,38.72012,1139,84518.78
328_to_837,9.04693,38.72013,1140,84525.54
328_to_837,9.04693,38.72013,1141,84525.54
