shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
328_to_280,8.53638,39.08821,83,7313.40
328_to_280,8.5343,39.08682,84,7590.63
328_to_280,8.53318,39.08606,85,7740.61
328_to_280,8.53224,39.08545,86,7864.81
328_to_280,8.53083,39.08451,87,8052.60
328_to_280,8.52992,39.08386,88,8176.49
328_to_280,8.52959,39.08366,89,8219.27
328_to_280,8.52921,39.08349,90,8265.47
328_to_280,8.52896,39.0834,91,8294.98
328_to_280,8.52867,39.0833,92,8329.05
328_to_280,8.52824,39.08322,93,8377.67
328_to_280,8.5276,39.08316,94,8449.14
328_to_280,8.52687,39.08315,95,8530.32
328_to_280,8.52627,39.08312,96,8597.12
328_to_280,8.52596,39.08308,97,8631.87
328_to_280,8.52565,39.08301,98,8667.19
328_to_280,8.52522,39.08288,99,8717.09
328_to_280,8.52462,39.08265,100,8788.44
328_to_280,8.52348,39.08208,101,8929.85
328_to_280,8.52254,39.08164,102,9045.03
328_to_280,8.51791,39.07941,103,9615.29
328_to_280,8.51521,39.07809,104,9948.76
328_to_280,8.5143,39.07763,105,10061.89
328_to_280,8.51318,39.07708,106,10200.34
328_to_280,8.51036,39.07603,107,10534.49
328_to_280,8.50798,39.0752,108,10814.44
328_to_280,8.50734,39.07498,109,10889.60
328_to_280,8.50284,39.07332,110,11422.24
328_to_280,8.50189,39.07295,111,11535.44
328_to_280,8.49887,39.07186,112,11892.00
328_to_280,8.49767,39.07142,113,12033.94
328_to_280,8.49555,39.07067,114,12283.69
328_to_280,8.49349,39.06992,115,12527.14
328_to_280,8.49143,39.06918,116,12770.23
328_to_280,8.48914,39.06835,117,13040.74
328_to_280,8.48822,39.06804,118,13148.57
328_to_280,8.48724,39.06767,119,13264.89
328_to_280,8.48655,39.06741,120,13346.77
328_to_280,8.4859,39.06712,121,13425.77
328_to_280,8.484,39.06587,122,13677.83
328_to_280,8.48331,39.06538,123,13771.59
328_to_280,8.48299,39.06514,124,13815.89
328_to_280,8.48275,39.0649,125,13853.42
328_to_280,8.48245,39.06454,126,13905.20
328_to_280,8.4819,39.06375,127,14011.45
328_to_280,8.48145,39.06329,128,14082.60
328_to_280,8.48061,39.0626,129,14202.95
328_to_280,8.47986,39.06195,130,14312.79
328_to_280,8.47934,39.06154,131,14386.11
328_to_280,8.47903,39.06137,132,14425.33
328_to_280,8.47863,39.06121,133,14473.16
328_to_280,8.47803,39.06108,134,14541.39
328_to_280,8.47724,39.06096,135,14630.22
328_to_280,8.47672,39.06089,136,14688.55
328_to_280,8.47637,39.0608,137,14728.71
328_to_280,8.47606,39.06068,138,14765.62
328_to_280,8.47561,39.06038,139,14825.56
328_to_280,8.47474,39.05975,140,14944.55
328_to_280,8.47398,39.05919,141,15049.12
328_to_280,8.47323,39.05861,142,15154.12
328_to_280,8.47285,39.05822,143,15214.32
328_to_280,8.47253,39.05774,144,15277.99
328_to_280,8.47217,39.05711,145,15358.01
328_to_280,8.47185,39.05664,146,15420.76
328_to_280,8.47155,39.05634,147,15467.68
328_to_280,8.47127,39.05612,148,15507.11
328_to_280,8.47091,39.05593,149,15552.27
328_to_280,8.47028,39.05561,150,15630.67
328_to_280,8.46976,39.05534,151,15695.67
328_to_280,8.46924,39.05509,152,15759.69
328_to_280,8.4688,39.05478,153,15819.33
328_to_280,8.46802,39.05408,154,15935.30
328_to_280,8.4676,39.0537,155,15997.97
328_to_280,8.46702,39.05323,156,16080.62
328_to_280,8.46629,39.05274,157,16178.06
328_to_280,8.46499,39.05191,158,16349.02
328_to_280,8.46394,39.05124,159,16487.09
328_to_280,8.46293,39.05055,160,16622.63
328_to_280,8.4618,39.04982,161,16771.74
328_to_280,8.4608,39.04915,162,16905.14
328_to_280,8.4598,39.04854,163,17035.00
328_to_280,8.45964,39.04844,164,17055.92
328_to_280,8.45918,39.04811,165,17118.64
328_to_280,8.45876,39.04776,166,17179.16
328_to_280,8.45795,39.04699,167,17302.79
328_to_280,8.45679,39.04591,168,17478.14
328_to_280,8.45547,39.04472,169,17674.80
328_to_280,8.45507,39.04436,170,17734.34
328_to_280,8.45491,39.04422,171,17757.87
328_to_280,8.45392,39.04327,172,17909.65
328_to_280,8.45292,39.04233,173,18061.48
328_to_280,8.45267,39.0421,174,18099.07
328_to_280,8.45223,39.04179,175,18158.70
328_to_280,8.45173,39.04151,176,18222.26
328_to_280,8.45067,39.04092,177,18356.81
328_to_280,8.44936,39.04018,178,18523.67
328_to_280,8.44843,39.03966,179,18641.85
328_to_280,8.44751,39.03914,180,18759.05
328_to_280,8.44693,39.03876,181,18835.90
328_to_280,8.44627,39.03812,182,18937.59
328_to_280,8.44338,39.03502,183,19406.13
328_to_280,8.44303,39.03463,184,19464.05
328_to_280,8.44268,39.03424,185,19521.97
328_to_280,8.44236,39.03388,186,19575.20
328_to_280,8.44218,39.03369,187,19604.14
328_to_280,8.44152,39.03302,188,19708.14
328_to_280,8.441,39.03244,189,19794.24
328_to_280,8.44046,39.03187,190,19881.05
328_to_280,8.44044,39.03185,191,19884.18
328_to_280,8.44019,39.03159,192,19924.06
328_to_280,8.43986,39.03134,193,19969.92
328_to_280,8.43972,39.03124,194,19988.98
328_to_280,8.43932,39.03098,195,20041.85
328_to_280,8.43919,39.03092,196,20057.75
328_to_280,8.43908,39.03088,197,20070.74
328_to_280,8.43863,39.03069,198,20124.97
328_to_280,8.43838,39.03061,199,20154.13
328_to_280,8.43734,39.03028,200,20275.33
328_to_280,8.43699,39.03017,201,20316.09
328_to_280,8.43675,39.0301,202,20343.86
328_to_280,8.43478,39.0295,203,20572.64
328_to_280,8.43042,39.02814,204,21080.01
328_to_280,8.42999,39.028,205,21130.24
328_to_280,8.42423,39.0262,206,21800.63
328_to_280,8.42231,39.02563,207,22023.14
328_to_280,8.42033,39.02503,208,22252.98
328_to_280,8.41937,39.02474,209,22364.39
328_to_280,8.41863,39.02451,210,22450.48
328_to_280,8.41703,39.02401,211,22636.70
328_to_280,8.41238,39.02255,212,23178.12
328_to_280,8.40912,39.02156,213,23556.62
328_to_280,8.40847,39.02136,214,23632.17
328_to_280,8.40795,39.0212,215,23692.61
328_to_280,8.40718,39.02097,216,23781.89
328_to_280,8.40678,39.02085,217,23828.29
328_to_280,8.40628,39.0207,218,23886.28
328_to_280,8.40567,39.02051,219,23957.26
328_to_280,8.40461,39.0201,220,24083.46
328_to_280,8.39909,39.01812,221,24734.75
328_to_280,8.39754,39.0175,222,24920.11
328_to_280,8.39557,39.01664,223,25158.72
328_to_280,8.39525,39.01649,224,25197.94
328_to_280,8.39458,39.01612,225,25282.83
328_to_280,8.3939,39.01571,226,25370.87
328_to_280,8.39328,39.01531,227,25452.66
328_to_280,8.38403,39.00903,228,26691.68
328_to_280,8.38245,39.00794,229,26904.39
328_to_280,8.37988,39.00622,230,27247.12
328_to_280,8.37848,39.00526,231,27435.24
328_to_280,8.37711,39.00431,232,27619.97
328_to_280,8.37668,39.00402,233,27677.45
328_to_280,8.37624,39.00372,234,27736.47
328_to_280,8.37586,39.00347,235,27786.89
328_to_280,8.37494,39.00283,236,27911.07
328_to_280,8.37437,39.00244,237,27987.61
328_to_280,8.37369,39.00203,238,28075.65
328_to_280,8.37331,39.00184,239,28122.79
328_to_280,8.37274,39.00159,240,28191.88
328_to_280,8.37214,39.00143,241,28260.88
328_to_280,8.37165,39.00136,242,28315.91
328_to_280,8.37049,39.00119,243,28446.25
328_to_280,8.36952,39.00105,244,28555.20
328_to_280,8.36902,39.00098,245,28611.33
328_to_280,8.36819,39.00085,246,28704.72
328_to_280,8.36714,39.0007,247,28822.64
328_to_280,8.36614,39.00054,248,28935.21
328_to_280,8.36503,39.00037,249,29060.05
328_to_280,8.36431,39.00027,250,29140.86
328_to_280,8.36195,38.99991,251,29406.25
328_to_280,8.36041,38.99968,252,29579.35
328_to_280,8.35972,38.99958,253,29656.86
328_to_280,8.35885,38.99945,254,29754.65
328_to_280,8.35817,38.99933,255,29831.41
328_to_280,8.3572,38.99913,256,29941.49
328_to_280,8.35673,38.99896,257,29997.00
328_to_280,8.35629,38.99876,258,30050.64
328_to_280,8.35373,38.99747,259,30368.72
328_to_280,8.34805,38.99459,260,31075.33
328_to_280,8.34764,38.99432,261,31129.74
328_to_280,8.34694,38.99369,262,31233.96
328_to_280,8.34601,38.99281,263,31375.62
328_to_280,8.34519,38.99204,264,31500.08
328_to_280,8.34432,38.99124,265,31630.87
328_to_280,8.34417,38.99109,266,31654.33
328_to_280,8.34328,38.99025,267,31789.73
328_to_280,8.34233,38.98935,268,31934.52
328_to_280,8.33628,38.98369,269,32851.22
328_to_280,8.33372,38.98129,270,33239.49
328_to_280,8.33334,38.98093,271,33297.40
328_to_280,8.33254,38.9802,272,33417.25
328_to_280,8.33151,38.97925,273,33572.30
328_to_280,8.3301,38.9779,274,33788.27
328_to_280,8.32906,38.97694,275,33944.89
328_to_280,8.32734,38.97534,276,34204.83
328_to_280,8.32531,38.97343,277,34513.23
328_to_280,8.32504,38.97316,278,34555.46
328_to_280,8.32497,38.97309,279,34566.41
328_to_280,8.32448,38.97272,280,34634.43
328_to_280,8.32295,38.97176,281,34834.68
328_to_280,8.32188,38.97109,282,34974.64
328_to_280,8.32061,38.97027,283,35142.22
328_to_280,8.31935,38.96947,284,35307.68
328_to_280,8.31806,38.96865,285,35477.13
328_to_280,8.3173,38.96815,286,35577.97
328_to_280,8.31644,38.96763,287,35689.41
328_to_280,8.31592,38.96728,288,35758.88
328_to_280,8.31562,38.9671,289,35797.67
328_to_280,8.31518,38.96677,290,35858.60
328_to_280,8.31458,38.96625,291,35946.49
328_to_280,8.31399,38.96573,292,36033.54
328_to_280,8.31284,38.96474,293,36201.51
328_to_280,8.31234,38.96433,294,36273.11
328_to_280,8.31123,38.96337,295,36435.56
328_to_280,8.30996,38.96229,296,36620.13
328_to_280,8.3092,38.9616,297,36733.73
328_to_280,8.30875,38.9611,298,36808.09
328_to_280,8.30637,38.95845,299,37201.86
328_to_280,8.3047,38.95656,300,37480.66
328_to_280,8.30391,38.95568,301,37611.39
328_to_280,8.30315,38.95483,302,37737.44
328_to_280,8.30278,38.95441,303,37799.31
328_to_280,8.30141,38.95287,304,38027.17
328_to_280,8.29963,38.95091,305,38319.89
328_to_280,8.29779,38.94887,306,38623.61
328_to_280,8.29736,38.94839,307,38694.85
328_to_280,8.2967,38.94767,308,38802.84
328_to_280,8.29654,38.94748,309,38830.29
328_to_280,8.29587,38.94678,310,38937.45
328_to_280,8.29525,38.94611,311,39038.38
328_to_280,8.29462,38.94541,312,39142.50
328_to_280,8.29375,38.94443,313,39287.36
328_to_280,8.29319,38.9438,314,39380.54
328_to_280,8.29313,38.94373,315,39390.73
328_to_280,8.29257,38.9431,316,39483.92
328_to_280,8.29166,38.94208,317,39635.03
328_to_280,8.29122,38.94159,318,39707.83
328_to_280,8.28279,38.93211,319,41110.25
328_to_280,8.27764,38.92631,320,41967.71
328_to_280,8.27255,38.92058,321,42814.99
328_to_280,8.27215,38.92021,322,42875.29
328_to_280,8.27047,38.91833,323,43154.03
328_to_280,8.26577,38.91308,324,43933.04
328_to_280,8.26221,38.90912,325,44521.76
328_to_280,8.262,38.90888,326,44557.01
328_to_280,8.26,38.9066,327,44892.28
328_to_280,8.25793,38.9043,328,45234.39
328_to_280,8.25698,38.90322,329,45393.40
328_to_280,8.25669,38.9029,330,45441.14
328_to_280,8.2558,38.90193,331,45586.70
328_to_280,8.25483,38.90086,332,45746.38
328_to_280,8.25451,38.9005,333,45799.63
328_to_280,8.25381,38.89971,334,45916.32
328_to_280,8.25072,38.89629,335,46425.92
328_to_280,8.24974,38.89517,336,46590.44
328_to_280,8.24881,38.89413,337,46744.68
328_to_280,8.24859,38.89391,338,46779.10
328_to_280,8.2484,38.89372,339,46808.82
328_to_280,8.24816,38.89347,340,46847.15
328_to_280,8.2476,38.89304,341,46925.36
328_to_280,8.24634,38.89237,342,47083.68
328_to_280,8.24196,38.89003,343,47634.60
328_to_280,8.24051,38.88928,344,47815.73
328_to_280,8.23506,38.88645,345,48497.08
328_to_280,8.23442,38.88611,346,48577.49
328_to_280,8.23392,38.88584,347,48640.52
328_to_280,8.23293,38.88531,348,48765.10
328_to_280,8.23175,38.88469,349,48912.99
328_to_280,8.23124,38.88441,350,48977.54
328_to_280,8.22898,38.88321,351,49261.42
328_to_280,8.22113,38.8791,352,50244.53
328_to_280,8.22068,38.87886,353,50301.11
328_to_280,8.21928,38.87813,354,50476.29
328_to_280,8.21806,38.87745,355,50631.22
328_to_280,8.21577,38.87611,356,50925.48
328_to_280,8.20818,38.8705,357,51971.18
328_to_280,8.19618,38.86163,358,53624.49
328_to_280,8.19601,38.86151,359,53647.55
328_to_280,8.19568,38.86126,360,53693.41
328_to_280,8.18856,38.85603,361,54672.26
328_to_280,8.18182,38.85103,362,55602.05
328_to_280,8.17896,38.84891,363,55996.49
328_to_280,8.17882,38.8488,364,56016.21
328_to_280,8.17635,38.84698,365,56356.15
328_to_280,8.17179,38.84363,366,56983.09
328_to_280,8.17079,38.8429,367,57120.28
328_to_280,8.16981,38.84218,368,57255.02
328_to_280,8.16895,38.84153,369,57374.45
328_to_280,8.16778,38.84065,370,57536.64
328_to_280,8.16712,38.84016,371,57627.72
328_to_280,8.16705,38.84011,372,57637.25
328_to_280,8.16661,38.83978,373,57698.18
328_to_280,8.16581,38.83919,374,57808.32
328_to_280,8.16573,38.83913,375,57819.40
328_to_280,8.16455,38.83824,376,57983.15
328_to_280,8.16354,38.83752,377,58120.60
328_to_280,8.16279,38.83698,378,58223.01
328_to_280,8.1611,38.83568,379,58459.20
328_to_280,8.15953,38.8345,380,58676.79
328_to_280,8.15859,38.8338,381,58806.65
328_to_280,8.15853,38.83376,382,58814.64
328_to_280,8.15728,38.83283,383,58987.26
328_to_280,8.15683,38.8325,384,59049.09
328_to_280,8.15636,38.83217,385,59112.74
328_to_280,8.15606,38.83195,386,59153.96
328_to_280,8.15592,38.83185,387,59173.02
328_to_280,8.1557,38.83169,388,59203.17
328_to_280,8.15564,38.83164,389,59211.81
328_to_280,8.15495,38.83107,390,59310.93
328_to_280,8.15489,38.83102,391,59319.57
328_to_280,8.15467,38.83079,392,59354.78
328_to_280,8.15447,38.83052,393,59391.90
328_to_280,8.15433,38.83032,394,59418.86
328_to_280,8.15416,38.82995,395,59463.76
328_to_280,8.15411,38.82984,396,59477.08
328_to_280,8.15346,38.8284,397,59651.29
328_to_280,8.15273,38.82679,398,59846.21
328_to_280,8.15251,38.82628,399,59907.44
328_to_280,8.15238,38.826,400,59941.48
328_to_280,8.15203,38.82518,401,60039.77
328_to_280,8.15183,38.82471,402,60096.08
328_to_280,8.15131,38.82351,403,60240.27
328_to_280,8.15105,38.82297,404,60306.37
328_to_280,8.15092,38.82266,405,60343.43
328_to_280,8.15082,38.82243,406,60371.08
328_to_280,8.15077,38.82225,407,60391.66
328_to_280,8.15074,38.82204,408,60415.01
328_to_280,8.15073,38.82173,409,60449.15
328_to_280,8.1507,38.82155,410,60469.24
328_to_280,8.15063,38.82128,411,60499.96
328_to_280,8.1505,38.82103,412,60531.05
328_to_280,8.15039,38.82082,413,60557.20
328_to_280,8.15024,38.82061,414,60585.70
328_to_280,8.14995,38.82032,415,60631.08
328_to_280,8.14899,38.81943,416,60775.96
328_to_280,8.14799,38.81849,417,60927.85
328_to_280,8.147,38.8176,418,61075.21
328_to_280,8.14637,38.81703,419,61169.25
328_to_280,8.14637,38.81703,420,61169.25
328_to_280,8.14583,38.81765,421,61260.15
328_to_280,8.14542,38.81816,422,61332.47
328_to_280,8.14542,38.81816,423,61332.47
328_to_280,8.14575,38.81844,424,61380.39
328_to_280,8.14575,38.81844,425,61380.39
328_to_280,8.14579,38.8185,426,61388.35
328_to_280,8.14579,38.8185,427,61388.35
